Relacion; Herrera (freq. relat.); P2 (freq. relat.);Pacheco (freq. relat.);Media;SD;Herrera (z-score);P2 (z-score);Pacheco;P2vsHerrera;P2vsPacheco
DI CS SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ PR CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP CS NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS PP CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ PR CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PI NP SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AO NC P0;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
VM NP I;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
P0 DP NP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RG NC PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS DA PI;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
PR PP SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG NC PT;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RG VS AP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR PP PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
P0 CC VS;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
RG PR NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP PP VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR PP RN;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I VM NP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CC RN VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VA DA PR;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PP DA AP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR CC VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AO CC DA;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
VA P0 VM;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM VS DD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM NC PD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM VS DI;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC DD CC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
SP DP CC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
I VM RG;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DP VM RN;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA VM DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VA AQ VM;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC NP AP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ DT NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
P0 PP DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC VM VA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
SP SP DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP SP DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
P0 PP CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP AQ DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP Z DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP AP AQ;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CC RN NP;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
VM PD AQ;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
I PT DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PT P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PI PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PI PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP PI VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AO SP NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP DP DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC PT PT;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM PD CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ DI DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PI RG;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PR SP PI;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
AQ DI DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC PI RN;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
I NP DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR RN RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RN RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC DP VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DP NP DI;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ NP I;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CC RN PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM VS PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM VS PI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM VS PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PD PP SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM VS PR;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RG RN DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG RN CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC CC DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC DP CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR SP CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AO CC RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG SP CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG RN CC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS PP SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ DA VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC VM DT;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP PP NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RN DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RN P0 NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RN DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RN DD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM SP SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC DD NP;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
SP SP PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC RN CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ VA CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DD DP Z;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC NP VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC CS I;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AP VA VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP SP VM;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
NC I PT;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC I PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP PR CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA NP RN;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP AQ RN;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM PR DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP RN VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG CC DT;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
SP PR DD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DP VM DA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP AP DD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP PR CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC I NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA VM VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA NP PI;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AO CC PP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RG CC DD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VA AQ CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I NP NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS AP PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG CC DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP PP CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP AP RG;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP AP RN;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I VM VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC NP PT;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ VA NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PT VA PR;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC I VM;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA PI AQ;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RN DA SP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR CC NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
Z SP NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP AP PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC CC NP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA NP DD;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
NP AP P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS PP PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC VM PD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RN AQ PT;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
I NP VM;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC PI AQ;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG CC P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP AP NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP P0 VA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM NC VA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
SP SP NP;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
SP NC DE;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PD PP CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
I PT PP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
SP RN PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP DA VM;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA AQ I;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ DA PI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PE RG CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS AP AQ;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RN PT VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP RG P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS PP DD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP RG PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PI VA VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ VA VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PT RG CC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS PP CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP AQ I;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP VS DA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM CS PI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DI PP PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VS PP AQ;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CS CC DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ DA DI;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PP RG RN;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS CC DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
Z NC DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VA VM VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS SP CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC AQ PD;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC PD PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS CC AQ;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
CC CS DI;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CS RN DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PP RG NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VS PP DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC PD NP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PR VS PI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VA VM RN;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS CC P0;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CC PR I;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ AQ DA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC VS PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP PP SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA PI RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA NP VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC CS PD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CC CS PI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR CS NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP PP VS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP PP I;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DI Z VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA PI P0;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC AQ DE;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC DD VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP DD Z;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VA VM NC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DP DA NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RN NP VM;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
RN AQ AQ;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RN NP VS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
VM CS PD;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NP PP NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
I DA NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RG PP CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DP DA PR;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG PP DA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC DA AO;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
AQ AQ DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS DP DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PP DT NC;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
RN AQ CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DE I I;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NP PP PP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
PR VS NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CC NC VA;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS PR DP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DI DA VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG AP SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DA AQ PP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC PI VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR PR RG;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DI DA VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AO PP CS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
SP AO CC;0;0;0,21;0,07;0,121243557;-0,577350269;-0,577350269;1,154700538;0;1,732050808
NC CC I;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DD AQ VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC NC I;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS SP VS;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PR Z VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
PI VA CS;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CS RN VA;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
NC DI DI;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ PP DP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
CS CC SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
DP NP P0;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS SP SP;0;0,04;0;0,013333333;0,023094011;-0,577350269;1,154700538;-0,577350269;1,732050808;1,732050808
AQ PP CC;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
VM PD NP;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
DA P0 VM;0,03;0;0;0,01;0,017320508;1,154700538;-0,577350269;-0,577350269;1,732050808;0
